epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,16943.1,1.61536,2.00934,1.81486,0.65562,0.59647,0.6431,0.33138,1.64823,1.57718,1.62398,0.0007228,0.0007228,0.0007228
30,17526.6,1.61555,2.01389,1.81422,0.72047,0.58684,0.66579,0.34653,1.63099,1.52484,1.65851,0.0007129,0.0007129,0.0007129
31,18110.4,1.61764,1.97667,1.80377,0.65452,0.61042,0.64966,0.33894,1.60286,1.53135,1.61523,0.000703,0.000703,0.000703
32,18695.5,1.60585,1.9641,1.7952,0.68278,0.59972,0.6586,0.34688,1.60031,1.5131,1.62735,0.0006931,0.0006931,0.0006931
33,19279.7,1.60327,1.9761,1.80158,0.68787,0.65969,0.70418,0.3712,1.57932,1.43822,1.60556,0.0006832,0.0006832,0.0006832
34,19864.5,1.59536,1.92966,1.78649,0.67836,0.61799,0.68231,0.36422,1.57377,1.48982,1.61125,0.0006733,0.0006733,0.0006733
35,20448.3,1.58777,1.94235,1.79033,0.65388,0.63344,0.66625,0.35135,1.57421,1.4331,1.6225,0.0006634,0.0006634,0.0006634
36,21031.3,1.57831,1.90736,1.77448,0.72371,0.62012,0.70943,0.39302,1.54209,1.36509,1.58135,0.0006535,0.0006535,0.0006535
37,21615.9,1.58464,1.93071,1.79932,0.71841,0.64759,0.7142,0.3985,1.51908,1.37067,1.60346,0.0006436,0.0006436,0.0006436
38,22199.9,1.56175,1.89113,1.77478,0.74003,0.64211,0.72645,0.3983,1.52571,1.37051,1.58569,0.0006337,0.0006337,0.0006337
39,22784.4,1.54558,1.84356,1.75184,0.73414,0.64408,0.71955,0.40133,1.52927,1.3356,1.58839,0.0006238,0.0006238,0.0006238
40,23368.2,1.55977,1.85839,1.76384,0.73094,0.66901,0.73816,0.40369,1.50081,1.3171,1.56794,0.0006139,0.0006139,0.0006139
41,23952.9,1.53807,1.82944,1.75357,0.75499,0.66286,0.74603,0.43343,1.45637,1.28353,1.5359,0.000604,0.000604,0.000604
42,24538.3,1.54557,1.84091,1.76258,0.73656,0.66833,0.74,0.41758,1.50103,1.26573,1.56477,0.0005941,0.0005941,0.0005941
43,25121.6,1.5193,1.81732,1.72874,0.75001,0.65459,0.73898,0.41053,1.5198,1.29575,1.57481,0.0005842,0.0005842,0.0005842
44,25705.4,1.54348,1.83326,1.75912,0.70088,0.67805,0.7203,0.40346,1.48613,1.32053,1.57046,0.0005743,0.0005743,0.0005743
45,26288.4,1.53033,1.81596,1.74752,0.70187,0.69295,0.74459,0.42029,1.48021,1.30238,1.5558,0.0005644,0.0005644,0.0005644
46,26873,1.51812,1.78994,1.72945,0.72603,0.69688,0.76135,0.43207,1.48413,1.22183,1.5664,0.0005545,0.0005545,0.0005545
47,27456.9,1.5072,1.78211,1.7302,0.7194,0.66929,0.74699,0.43063,1.44794,1.26135,1.53574,0.0005446,0.0005446,0.0005446
48,28041,1.50157,1.78309,1.73818,0.77357,0.67306,0.76945,0.44734,1.43536,1.20937,1.53452,0.0005347,0.0005347,0.0005347
49,28625.8,1.51336,1.76797,1.72764,0.76919,0.69617,0.77114,0.44738,1.44308,1.23599,1.55378,0.0005248,0.0005248,0.0005248
50,29209.9,1.49336,1.74072,1.71327,0.76602,0.69865,0.78295,0.45005,1.4321,1.22936,1.53232,0.0005149,0.0005149,0.0005149
51,29793.5,1.48153,1.72734,1.71152,0.71019,0.72388,0.76749,0.4557,1.40898,1.19651,1.51546,0.000505,0.000505,0.000505
52,30379.2,1.49724,1.74164,1.72948,0.74074,0.69699,0.76084,0.44842,1.43576,1.22593,1.53077,0.0004951,0.0004951,0.0004951
53,30965.6,1.48763,1.72866,1.71398,0.78913,0.69627,0.7868,0.46662,1.38062,1.17007,1.48415,0.0004852,0.0004852,0.0004852
54,31551.6,1.47991,1.71956,1.70741,0.73776,0.69878,0.78281,0.46582,1.37172,1.20977,1.49933,0.0004753,0.0004753,0.0004753
55,32138.2,1.46563,1.71203,1.70149,0.78947,0.70632,0.7899,0.46097,1.40003,1.18938,1.49844,0.0004654,0.0004654,0.0004654
56,32723.8,1.48768,1.70639,1.70581,0.75929,0.72108,0.78998,0.47667,1.35774,1.16448,1.49688,0.0004555,0.0004555,0.0004555
57,33310.8,1.45941,1.68234,1.69497,0.824,0.70079,0.80497,0.49362,1.3611,1.10939,1.4886,0.0004456,0.0004456,0.0004456
58,33897.7,1.4552,1.65497,1.68457,0.79907,0.70304,0.79075,0.47694,1.37601,1.11836,1.50609,0.0004357,0.0004357,0.0004357
59,34483.2,1.43706,1.66222,1.66999,0.78543,0.71234,0.79751,0.48444,1.36941,1.13679,1.49143,0.0004258,0.0004258,0.0004258
60,35067.4,1.4446,1.64862,1.67812,0.75745,0.72995,0.79237,0.48315,1.37013,1.13356,1.49972,0.0004159,0.0004159,0.0004159
61,35653.3,1.44058,1.63005,1.67362,0.77777,0.72033,0.80492,0.48742,1.34917,1.09609,1.49332,0.000406,0.000406,0.000406
62,36239.4,1.44609,1.64458,1.68256,0.78911,0.71703,0.80526,0.49496,1.35033,1.09109,1.48377,0.0003961,0.0003961,0.0003961
63,36824.4,1.43003,1.62617,1.66869,0.76977,0.72671,0.79646,0.49373,1.3249,1.10759,1.47312,0.0003862,0.0003862,0.0003862
64,37409.3,1.43893,1.63722,1.67471,0.79263,0.72226,0.80559,0.49946,1.32016,1.09005,1.47256,0.0003763,0.0003763,0.0003763
65,37995.1,1.4206,1.60306,1.66639,0.81515,0.73057,0.8192,0.50457,1.32608,1.06518,1.47475,0.0003664,0.0003664,0.0003664
66,38580.8,1.43429,1.61118,1.68258,0.82166,0.72941,0.82471,0.51634,1.31685,1.04368,1.46568,0.0003565,0.0003565,0.0003565
67,39167,1.42487,1.60592,1.66805,0.82505,0.73016,0.82883,0.52113,1.29584,1.02923,1.45365,0.0003466,0.0003466,0.0003466
68,39753.1,1.41684,1.57789,1.66246,0.81575,0.76141,0.83394,0.52518,1.28422,1.0284,1.44443,0.0003367,0.0003367,0.0003367
69,40338.6,1.40333,1.57398,1.65014,0.81774,0.7581,0.83921,0.53222,1.29151,1.00484,1.45532,0.0003268,0.0003268,0.0003268
70,40925.3,1.38958,1.55669,1.64215,0.80814,0.76223,0.83817,0.52939,1.29117,1.00984,1.44676,0.0003169,0.0003169,0.0003169
71,41510.8,1.3873,1.54221,1.63368,0.82845,0.74082,0.82455,0.5192,1.30455,1.01111,1.45803,0.000307,0.000307,0.000307
72,42096.8,1.39382,1.55628,1.64591,0.84382,0.73928,0.83186,0.5217,1.30125,1.01267,1.4499,0.0002971,0.0002971,0.0002971
73,42682.3,1.39231,1.52666,1.63372,0.84057,0.74593,0.83989,0.5322,1.2959,0.99266,1.46036,0.0002872,0.0002872,0.0002872
74,602.59,1.46304,1.72954,1.71102,0.7865,0.71027,0.79043,0.4633,1.39052,1.17496,1.49882,0.0002773,0.0002773,0.0002773
75,1209.2,1.42903,1.64805,1.68576,0.78644,0.7275,0.80703,0.48743,1.3514,1.11525,1.48937,0.0002674,0.0002674,0.0002674
76,1816.13,1.40298,1.59048,1.66469,0.80979,0.73179,0.82495,0.50782,1.31944,1.0672,1.488,0.0002575,0.0002575,0.0002575
77,2423.77,1.39459,1.5649,1.64993,0.81383,0.73267,0.82064,0.50666,1.30403,1.06247,1.47898,0.0002476,0.0002476,0.0002476
78,3029.78,1.38475,1.55886,1.65141,0.80606,0.73785,0.82775,0.51263,1.29809,1.04188,1.45626,0.0002377,0.0002377,0.0002377
79,3635.29,1.38344,1.52992,1.64475,0.812,0.75907,0.83589,0.52298,1.28915,1.03378,1.47518,0.0002278,0.0002278,0.0002278
80,4243.42,1.36022,1.51697,1.63246,0.84805,0.75669,0.84271,0.53175,1.29046,1.0049,1.47279,0.0002179,0.0002179,0.0002179
81,4850.88,1.36456,1.50987,1.6302,0.85112,0.75099,0.84414,0.5368,1.27307,0.98894,1.44952,0.000208,0.000208,0.000208
82,5458.83,1.37052,1.51059,1.63879,0.82886,0.77377,0.84187,0.54019,1.26577,0.98788,1.44499,0.0001981,0.0001981,0.0001981
83,6066.29,1.34982,1.47644,1.61903,0.8337,0.76653,0.84881,0.55224,1.24976,0.97517,1.44021,0.0001882,0.0001882,0.0001882
84,6674.89,1.35098,1.4974,1.62391,0.82817,0.76433,0.84265,0.54278,1.2523,0.96653,1.43464,0.0001783,0.0001783,0.0001783
85,7282.75,1.34038,1.47791,1.61391,0.8424,0.76265,0.84302,0.54713,1.25444,0.96713,1.44516,0.0001684,0.0001684,0.0001684
86,7888.41,1.34188,1.47981,1.61889,0.84898,0.77575,0.85425,0.5492,1.25445,0.95639,1.43991,0.0001585,0.0001585,0.0001585
87,8496.74,1.31857,1.44587,1.59117,0.8633,0.77159,0.85439,0.55619,1.23472,0.94684,1.42651,0.0001486,0.0001486,0.0001486
88,9106.1,1.33391,1.44637,1.60559,0.85846,0.76001,0.85206,0.55861,1.23262,0.93726,1.42482,0.0001387,0.0001387,0.0001387
89,9714.27,1.32223,1.44434,1.59658,0.84431,0.7766,0.85065,0.55754,1.23142,0.93473,1.42389,0.0001288,0.0001288,0.0001288
90,10323.7,1.31581,1.42425,1.59216,0.83923,0.79173,0.85524,0.56102,1.22755,0.93234,1.42597,0.0001189,0.0001189,0.0001189
91,10928.9,1.16075,1.04138,1.48261,0.83222,0.78186,0.85416,0.5574,1.23511,0.93311,1.42843,0.000109,0.000109,0.000109
92,11534.2,1.11552,0.93306,1.45226,0.8317,0.79671,0.85658,0.55801,1.22218,0.91308,1.41766,9.91e-05,9.91e-05,9.91e-05
93,12137.7,1.09783,0.8979,1.43742,0.86242,0.77276,0.86052,0.5678,1.20667,0.90199,1.41385,8.92e-05,8.92e-05,8.92e-05
94,12740.8,1.08523,0.87462,1.42985,0.85876,0.78486,0.86285,0.57548,1.19754,0.88394,1.41321,7.93e-05,7.93e-05,7.93e-05
95,13346.2,1.06812,0.8608,1.41558,0.84436,0.78806,0.86775,0.58245,1.18649,0.86838,1.40451,6.94e-05,6.94e-05,6.94e-05
96,13950,1.05696,0.84729,1.41625,0.85381,0.78643,0.87075,0.58475,1.18041,0.8602,1.40012,5.95e-05,5.95e-05,5.95e-05
97,14553.8,1.03903,0.83933,1.40222,0.85797,0.78265,0.87015,0.58901,1.17493,0.84975,1.39712,4.96e-05,4.96e-05,4.96e-05
98,15159.7,1.03021,0.81605,1.39429,0.87359,0.78635,0.87708,0.59792,1.16539,0.84109,1.39243,3.97e-05,3.97e-05,3.97e-05
99,15764.5,1.02497,0.81583,1.38869,0.87101,0.79017,0.87724,0.59644,1.1673,0.84338,1.39329,2.98e-05,2.98e-05,2.98e-05
100,16368.1,1.0229,0.80687,1.38295,0.86394,0.7966,0.87661,0.59316,1.16682,0.8431,1.39408,1.99e-05,1.99e-05,1.99e-05
