epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,14773.8,1.34313,1.36313,1.56972,0.79494,0.78996,0.81607,0.54354,1.17811,0.85093,1.36175,7.525e-06,7.525e-06,7.525e-06
27,15339.8,1.33375,1.38064,1.56819,0.85389,0.78341,0.85259,0.57453,1.1609,0.80631,1.35169,7.426e-06,7.426e-06,7.426e-06
28,15906.7,1.33253,1.35237,1.56415,0.84393,0.77128,0.85108,0.57207,1.16509,0.81809,1.34918,7.327e-06,7.327e-06,7.327e-06
29,16471.6,1.30862,1.33828,1.5563,0.8583,0.77648,0.85483,0.57478,1.17975,0.80407,1.35441,7.228e-06,7.228e-06,7.228e-06
30,17038.6,1.32136,1.33654,1.56126,0.85256,0.77831,0.85113,0.576,1.15769,0.81627,1.34551,7.129e-06,7.129e-06,7.129e-06
31,17606.2,1.30957,1.31513,1.55142,0.87885,0.77979,0.86122,0.5828,1.15471,0.795,1.34414,7.03e-06,7.03e-06,7.03e-06
32,18174.0,1.29686,1.31726,1.54335,0.83665,0.78705,0.8516,0.57405,1.1535,0.79813,1.34495,6.931e-06,6.931e-06,6.931e-06
33,18739.6,1.30085,1.31816,1.54585,0.87321,0.77846,0.86387,0.5852,1.13592,0.78479,1.32712,6.832e-06,6.832e-06,6.832e-06
34,19305.5,1.31657,1.30707,1.55611,0.86519,0.80474,0.86965,0.59424,1.14488,0.76884,1.33228,6.733e-06,6.733e-06,6.733e-06
35,19873.5,1.28839,1.29752,1.54117,0.86647,0.79144,0.86343,0.59283,1.12511,0.77712,1.32598,6.634e-06,6.634e-06,6.634e-06
36,20439.8,1.30068,1.30101,1.54139,0.85717,0.78868,0.85628,0.58538,1.13786,0.79813,1.32647,6.535e-06,6.535e-06,6.535e-06
37,21007.0,1.28009,1.26608,1.51722,0.86683,0.79215,0.86622,0.58264,1.17127,0.78714,1.34421,6.436e-06,6.436e-06,6.436e-06
38,21574.3,1.2777,1.27793,1.52368,0.88334,0.79896,0.86932,0.59678,1.13577,0.77035,1.3271,6.337e-06,6.337e-06,6.337e-06
39,22141.9,1.27347,1.27547,1.52207,0.8864,0.7918,0.87681,0.59805,1.13216,0.75492,1.32412,6.238e-06,6.238e-06,6.238e-06
40,22709.5,1.28626,1.27163,1.52339,0.87628,0.80527,0.87627,0.60624,1.11627,0.74303,1.30472,6.139e-06,6.139e-06,6.139e-06
41,23276.6,1.27656,1.2695,1.51473,0.86259,0.80367,0.87081,0.60255,1.12191,0.76105,1.31941,6.04e-06,6.04e-06,6.04e-06
42,23843.8,1.26795,1.25271,1.50294,0.87091,0.80181,0.8715,0.60962,1.10292,0.74143,1.30428,5.941e-06,5.941e-06,5.941e-06
43,24412.6,1.27122,1.26143,1.50754,0.86943,0.81136,0.87608,0.60713,1.11858,0.74136,1.29641,5.842e-06,5.842e-06,5.842e-06
44,24980.5,1.25593,1.24806,1.50506,0.87554,0.80663,0.8827,0.61735,1.10289,0.7341,1.29473,5.743e-06,5.743e-06,5.743e-06
45,25549.0,1.256,1.23677,1.49751,0.8714,0.81274,0.879,0.60464,1.12538,0.74052,1.30447,5.644e-06,5.644e-06,5.644e-06
46,26116.5,1.25961,1.234,1.5053,0.87991,0.81316,0.88438,0.61427,1.1163,0.7206,1.30066,5.545e-06,5.545e-06,5.545e-06
47,26684.5,1.26252,1.23912,1.50359,0.87541,0.80714,0.87946,0.61363,1.10737,0.7324,1.29709,5.446e-06,5.446e-06,5.446e-06
48,27252.8,1.25465,1.2248,1.49715,0.89945,0.81075,0.88779,0.62102,1.10774,0.70953,1.28951,5.347e-06,5.347e-06,5.347e-06
49,27821.2,1.237,1.19347,1.48129,0.88397,0.80942,0.88123,0.61564,1.10193,0.7147,1.28979,5.248e-06,5.248e-06,5.248e-06
50,28388.9,1.23571,1.20134,1.47877,0.90337,0.80656,0.88747,0.61949,1.11019,0.71254,1.28568,5.149e-06,5.149e-06,5.149e-06
51,28956.6,1.2304,1.20053,1.47789,0.89237,0.80839,0.88348,0.62102,1.09593,0.71176,1.28477,5.05e-06,5.05e-06,5.05e-06
52,29524.7,1.23331,1.21729,1.48028,0.87976,0.82931,0.89054,0.62536,1.09327,0.68769,1.28907,4.951e-06,4.951e-06,4.951e-06
53,30093.5,1.2219,1.18795,1.47377,0.88754,0.81745,0.8921,0.62282,1.09228,0.70353,1.28481,4.852e-06,4.852e-06,4.852e-06
54,30661.2,1.21759,1.18155,1.47412,0.89426,0.81874,0.89287,0.62724,1.09607,0.69,1.29979,4.753e-06,4.753e-06,4.753e-06
55,31229.5,1.2337,1.19006,1.48852,0.87236,0.82631,0.88211,0.61997,1.09471,0.70446,1.30343,4.654e-06,4.654e-06,4.654e-06
56,31796.5,1.22186,1.18137,1.47586,0.88602,0.81659,0.87998,0.61437,1.0982,0.70641,1.30483,4.555e-06,4.555e-06,4.555e-06
57,32363.7,1.21768,1.18866,1.47318,0.88223,0.81995,0.89143,0.62835,1.08187,0.68616,1.28658,4.456e-06,4.456e-06,4.456e-06
58,32931.1,1.22791,1.18735,1.48133,0.88546,0.81629,0.88778,0.62825,1.08737,0.68993,1.29035,4.357e-06,4.357e-06,4.357e-06
59,33498.1,1.22157,1.17843,1.47181,0.88141,0.81078,0.89208,0.62375,1.08325,0.68163,1.28346,4.258e-06,4.258e-06,4.258e-06
60,34066.8,1.21543,1.1569,1.46311,0.88578,0.81952,0.89049,0.62461,1.08233,0.68228,1.28652,4.159e-06,4.159e-06,4.159e-06
61,34634.7,1.207,1.16801,1.46402,0.89086,0.81299,0.89173,0.62557,1.08915,0.68893,1.29693,4.06e-06,4.06e-06,4.06e-06
62,35203.2,1.20289,1.1508,1.46457,0.88741,0.81889,0.88893,0.62731,1.0849,0.67941,1.29555,3.961e-06,3.961e-06,3.961e-06
63,35771.2,1.20574,1.16628,1.46177,0.88784,0.82284,0.89405,0.62641,1.09432,0.68716,1.29812,3.862e-06,3.862e-06,3.862e-06
64,36339.4,1.21252,1.15134,1.46661,0.88301,0.8349,0.89552,0.63467,1.07099,0.66992,1.28612,3.763e-06,3.763e-06,3.763e-06
65,36907.8,1.19057,1.14103,1.44921,0.89905,0.81512,0.89256,0.63293,1.07131,0.6774,1.2788,3.664e-06,3.664e-06,3.664e-06
66,37475.3,1.19254,1.15178,1.45371,0.88516,0.82064,0.89215,0.63245,1.07961,0.67534,1.29358,3.565e-06,3.565e-06,3.565e-06
67,38042.3,1.19959,1.14434,1.46402,0.86981,0.84155,0.89494,0.63594,1.07224,0.66447,1.28523,3.466e-06,3.466e-06,3.466e-06
68,38610.6,1.19032,1.13923,1.45511,0.9021,0.81955,0.89893,0.64147,1.06927,0.66088,1.28026,3.367e-06,3.367e-06,3.367e-06
69,39179.1,1.19761,1.14873,1.45884,0.90606,0.81309,0.89942,0.63897,1.07246,0.65923,1.28683,3.268e-06,3.268e-06,3.268e-06
70,39746.4,1.18855,1.14852,1.45963,0.88802,0.83041,0.9011,0.63868,1.0614,0.65784,1.28834,3.169e-06,3.169e-06,3.169e-06
71,40313.7,1.19469,1.14359,1.46452,0.89667,0.83128,0.90117,0.6398,1.07057,0.6502,1.29339,3.07e-06,3.07e-06,3.07e-06
72,40881.3,1.18777,1.12483,1.45422,0.89357,0.81976,0.9001,0.63937,1.07083,0.65593,1.29102,2.971e-06,2.971e-06,2.971e-06
73,41449.2,1.19084,1.13373,1.46265,0.89582,0.82749,0.89879,0.63934,1.07138,0.66276,1.2934,2.872e-06,2.872e-06,2.872e-06
74,42016.3,1.1894,1.13347,1.45627,0.90236,0.82522,0.89642,0.64231,1.06797,0.6687,1.28538,2.773e-06,2.773e-06,2.773e-06
75,42584.9,1.18469,1.1355,1.45459,0.89757,0.83047,0.90079,0.64411,1.0625,0.66,1.29009,2.674e-06,2.674e-06,2.674e-06
76,538.587,1.16799,1.12289,1.44399,0.91153,0.8204,0.89948,0.64326,1.05755,0.66004,1.27584,2.575e-06,2.575e-06,2.575e-06
77,1078.79,1.1609,1.11195,1.43692,0.89469,0.83552,0.90083,0.64132,1.0566,0.65838,1.27536,2.476e-06,2.476e-06,2.476e-06
78,1619.85,1.17057,1.10204,1.43642,0.89631,0.82455,0.90211,0.64579,1.05475,0.6473,1.27653,2.377e-06,2.377e-06,2.377e-06
79,2160.8,1.15464,1.1056,1.43498,0.89474,0.83783,0.9011,0.6477,1.04933,0.6443,1.27369,2.278e-06,2.278e-06,2.278e-06
80,2702.29,1.15987,1.09303,1.44139,0.9067,0.82344,0.90126,0.64588,1.05715,0.64252,1.28299,2.179e-06,2.179e-06,2.179e-06
81,3243.13,1.16692,1.10088,1.43937,0.90435,0.81979,0.90093,0.64666,1.05321,0.6478,1.2747,2.08e-06,2.08e-06,2.08e-06
82,3784.44,1.14499,1.07755,1.42185,0.89114,0.82002,0.90108,0.64615,1.04249,0.64294,1.26506,1.981e-06,1.981e-06,1.981e-06
83,4326.64,1.1557,1.08275,1.43303,0.89767,0.82787,0.9016,0.64683,1.04156,0.63909,1.27287,1.882e-06,1.882e-06,1.882e-06
84,4868.19,1.14488,1.08281,1.4203,0.89999,0.83295,0.90403,0.64877,1.04793,0.63314,1.27509,1.783e-06,1.783e-06,1.783e-06
85,5410.31,1.14718,1.07334,1.42672,0.89757,0.83686,0.90466,0.64981,1.05018,0.63121,1.27328,1.684e-06,1.684e-06,1.684e-06
86,5952.09,1.14367,1.0746,1.42057,0.90636,0.82692,0.90327,0.64896,1.0477,0.63526,1.27653,1.585e-06,1.585e-06,1.585e-06
87,6493.46,1.14347,1.07871,1.42477,0.9135,0.82551,0.90175,0.65054,1.04974,0.64165,1.26961,1.486e-06,1.486e-06,1.486e-06
88,7035.01,1.14482,1.08617,1.42816,0.90589,0.82932,0.90463,0.65162,1.04813,0.63591,1.27016,1.387e-06,1.387e-06,1.387e-06
89,7575.9,1.1423,1.07193,1.41685,0.91431,0.83274,0.90695,0.65116,1.04522,0.63627,1.26807,1.288e-06,1.288e-06,1.288e-06
90,8117.32,1.12665,1.05343,1.41279,0.91141,0.8271,0.90499,0.65439,1.04423,0.63076,1.26953,1.189e-06,1.189e-06,1.189e-06
91,8658.53,0.94647,0.707,1.29059,0.89132,0.82812,0.89827,0.63889,1.06776,0.65553,1.30029,1.09e-06,1.09e-06,1.09e-06
92,9198.86,0.9122,0.63119,1.26511,0.889,0.83428,0.89892,0.64128,1.05738,0.65672,1.2903,9.91e-07,9.91e-07,9.91e-07
93,9738.85,0.89477,0.6271,1.25552,0.90756,0.82091,0.9032,0.64688,1.04937,0.64249,1.282,8.92e-07,8.92e-07,8.92e-07
94,10278.5,0.89517,0.60932,1.25796,0.89072,0.84091,0.90498,0.64908,1.04842,0.63622,1.28352,7.93e-07,7.93e-07,7.93e-07
95,10818.4,0.88386,0.60337,1.25732,0.89928,0.84042,0.90804,0.65165,1.04546,0.63146,1.2808,6.94e-07,6.94e-07,6.94e-07
96,11357.4,0.87247,0.59178,1.23916,0.89705,0.8424,0.90706,0.64896,1.04378,0.63437,1.28016,5.95e-07,5.95e-07,5.95e-07
97,11896.4,0.87652,0.58913,1.24482,0.89674,0.8386,0.90709,0.6502,1.04812,0.63047,1.28328,4.96e-07,4.96e-07,4.96e-07
98,12435.7,0.87616,0.58324,1.23989,0.89936,0.84135,0.90802,0.65184,1.04331,0.62755,1.27807,3.97e-07,3.97e-07,3.97e-07
99,12975.8,0.87829,0.58399,1.24895,0.89515,0.84443,0.90777,0.65067,1.04102,0.62616,1.27523,2.98e-07,2.98e-07,2.98e-07
100,13515.3,0.87379,0.58368,1.23697,0.8972,0.84157,0.90836,0.65234,1.0377,0.62706,1.27411,1.99e-07,1.99e-07,1.99e-07
