epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,34156.4,1.92165,2.52567,1.99552,0.52032,0.44395,0.43324,0.20674,1.76419,2.18918,1.79828,0.006238,0.006238,0.006238
40,35017.7,1.92315,2.54773,1.99622,0.51027,0.42699,0.44068,0.21091,1.81857,2.15832,1.83083,0.006139,0.006139,0.006139
41,35883.1,1.91546,2.52687,1.99048,0.54496,0.43962,0.46158,0.22444,1.76114,2.14242,1.77388,0.00604,0.00604,0.00604
42,36779.2,1.91591,2.52842,1.99493,0.54739,0.42772,0.46327,0.22316,1.77228,2.11437,1.7674,0.005941,0.005941,0.005941
43,37646.8,1.89304,2.49199,1.97279,0.46779,0.43999,0.42195,0.20076,1.81734,2.18436,1.79515,0.005842,0.005842,0.005842
44,38507.3,1.90461,2.49849,1.99044,0.55348,0.42776,0.46905,0.23051,1.77546,2.11229,1.78217,0.005743,0.005743,0.005743
45,39374.1,1.89991,2.49181,1.97787,0.56373,0.41751,0.4566,0.22964,1.74939,2.08225,1.75591,0.005644,0.005644,0.005644
46,40241.2,1.89601,2.46634,1.96457,0.61211,0.44649,0.49752,0.24388,1.7093,2.01773,1.73271,0.005545,0.005545,0.005545
47,41111.2,1.89001,2.46208,1.96746,0.60549,0.45701,0.50826,0.2584,1.701,2.00642,1.71739,0.005446,0.005446,0.005446
48,41996.8,1.86227,2.44257,1.94969,0.5922,0.47964,0.50841,0.25581,1.70824,1.95632,1.72862,0.005347,0.005347,0.005347
49,42879.8,1.86878,2.4508,1.93955,0.58159,0.48554,0.50355,0.25564,1.70321,1.98065,1.71312,0.005248,0.005248,0.005248
50,857.291,1.94361,2.5582,2.08674,0.00105,0.13002,0.00136,0.00031,3.58408,6.3214,3.43262,0.005149,0.005149,0.005149
51,1714,1.90038,2.50534,2.04468,0.0077,0.17841,0.00489,0.00131,3.4965,7.4465,3.4811,0.00505,0.00505,0.00505
52,2563.24,1.87994,2.44923,2.00496,0.00448,0.17429,0.00329,0.00137,3.47068,7.91865,3.6931,0.004951,0.004951,0.004951
53,3443.06,1.86828,2.43619,1.99417,0.00406,0.16538,0.00305,0.00075,3.47856,7.38632,3.62358,0.004852,0.004852,0.004852
54,4308.81,1.86354,2.43116,1.99238,0.00438,0.15646,0.00541,0.00147,3.73537,5.8178,3.57942,0.004753,0.004753,0.004753
55,5189.73,1.85734,2.42606,1.98309,0.00868,0.15418,0.00728,0.00199,3.73277,6.40996,3.38299,0.004654,0.004654,0.004654
56,6068.94,1.8415,2.39497,1.96643,0.01413,0.12221,0.00839,0.00266,3.46709,6.54841,3.61207,0.004555,0.004555,0.004555
57,6958.46,1.84677,2.3931,1.96792,0.02066,0.10786,0.01289,0.00366,3.57549,6.48667,3.62909,0.004456,0.004456,0.004456
58,7836.49,1.83906,2.38246,1.95774,0.00177,0.1188,0.0011,0.00029,3.58117,6.57255,3.28437,0.004357,0.004357,0.004357
59,8671.74,1.84094,2.36705,1.95267,0.00179,0.14148,0.00383,0.00123,3.50256,6.06866,3.61456,0.004258,0.004258,0.004258
60,9512.96,1.83906,2.3785,1.95174,0.00883,0.13298,0.00723,0.00214,3.53941,5.63185,3.47962,0.004159,0.004159,0.004159
61,10349.6,1.82815,2.34408,1.94744,0.00654,0.13299,0.00521,0.00149,3.61218,5.51456,3.47311,0.00406,0.00406,0.00406
62,11225.8,1.82709,2.34826,1.93848,0.00246,0.10552,0.00461,0.00132,3.53281,5.53905,3.47953,0.003961,0.003961,0.003961
63,12066.7,1.80964,2.32673,1.92327,0.00344,0.10147,0.0051,0.00136,3.58082,5.50436,3.45092,0.003862,0.003862,0.003862
64,12915.5,1.81969,2.31675,1.92125,0.00176,0.11189,0.005,0.00138,3.49835,5.53503,3.50787,0.003763,0.003763,0.003763
65,13754.2,1.79859,2.30588,1.91539,0.00414,0.11137,0.00568,0.00168,3.51212,5.48955,3.41514,0.003664,0.003664,0.003664
66,14630.4,1.80443,2.30237,1.91669,0.00267,0.09372,0.00572,0.00151,3.50709,5.45743,3.43268,0.003565,0.003565,0.003565
67,15504.3,1.79714,2.27774,1.90052,0.00617,0.12952,0.01032,0.00288,3.50583,5.17961,3.50197,0.003466,0.003466,0.003466
68,16350.3,1.79384,2.27853,1.90728,0.00743,0.11856,0.01179,0.00338,3.7337,5.33663,3.40069,0.003367,0.003367,0.003367
69,17239.5,1.78748,2.28507,1.90421,0.00188,0.1332,0.00453,0.00141,3.52597,5.74497,3.50624,0.003268,0.003268,0.003268
70,18086,1.77693,2.26173,1.88855,0.00254,0.09703,0.00521,0.00139,3.5079,5.59897,3.46399,0.003169,0.003169,0.003169
71,18936.1,1.77899,2.2613,1.89398,0.00194,0.10029,0.00578,0.00179,3.57926,5.49578,3.39609,0.00307,0.00307,0.00307
72,19806.7,1.7869,2.25747,1.89631,0.00702,0.14193,0.00759,0.00219,3.5386,5.11596,3.47262,0.002971,0.002971,0.002971
73,20648,1.77493,2.237,1.89408,0.00598,0.12703,0.00614,0.00188,3.71559,5.22758,3.50512,0.002872,0.002872,0.002872
74,21491.7,1.75834,2.22966,1.87488,0.0099,0.12465,0.01084,0.00299,3.52579,5.6189,3.56123,0.002773,0.002773,0.002773
75,22342.7,1.7641,2.21685,1.87689,0.01008,0.12842,0.01314,0.00357,3.5296,5.28341,3.58556,0.002674,0.002674,0.002674
76,23183.3,1.76788,2.22958,1.88383,0.00354,0.10485,0.00494,0.00125,3.55289,5.24436,3.47412,0.002575,0.002575,0.002575
77,24037.6,1.74073,2.19394,1.86341,0.00284,0.1202,0.00629,0.00154,3.54969,5.40617,3.45185,0.002476,0.002476,0.002476
78,24879.5,1.74268,2.19953,1.86495,0.01168,0.10422,0.00919,0.00284,3.5556,5.1014,3.44121,0.002377,0.002377,0.002377
79,25751.1,1.74897,2.19479,1.86673,0.00722,0.1129,0.00802,0.00237,3.63574,5.16324,3.3074,0.002278,0.002278,0.002278
80,26620.4,1.74621,2.17912,1.86106,0.01068,0.13039,0.01193,0.00351,3.5184,5.22335,3.58806,0.002179,0.002179,0.002179
81,27491.9,1.73773,2.14986,1.85099,0.00975,0.12111,0.01228,0.0031,3.4776,5.23824,3.54053,0.00208,0.00208,0.00208
82,28329.6,1.7271,2.16318,1.84672,0.00881,0.12415,0.00787,0.00209,3.74429,5.35375,3.42855,0.001981,0.001981,0.001981
83,29207.8,1.73024,2.1649,1.85021,0.00577,0.1107,0.00594,0.00144,3.78788,5.32744,3.43294,0.001882,0.001882,0.001882
84,30096.3,1.71806,2.15115,1.84002,0.00976,0.10534,0.00877,0.00229,3.68163,5.51113,3.49265,0.001783,0.001783,0.001783
85,30939,1.72715,2.139,1.84418,0.0093,0.14198,0.01222,0.00318,3.68251,5.12909,3.51111,0.001684,0.001684,0.001684
86,31788.4,1.73395,2.16692,1.86115,0.00847,0.10538,0.00632,0.00167,3.71803,5.25996,3.42092,0.001585,0.001585,0.001585
87,32666.9,1.70948,2.12893,1.83655,0.01063,0.12065,0.00978,0.00262,3.64438,5.18837,3.55239,0.001486,0.001486,0.001486
88,33506.9,1.69716,2.10031,1.82326,0.00946,0.11605,0.00802,0.00193,3.66727,5.23368,3.49231,0.001387,0.001387,0.001387
89,34347.5,1.71414,2.12696,1.83245,0.00867,0.13977,0.00823,0.00221,3.57868,5.177,3.51935,0.001288,0.001288,0.001288
90,35221.5,1.69904,2.10961,1.82376,0.00784,0.15099,0.01134,0.0029,3.56896,5.03984,3.53517,0.001189,0.001189,0.001189
91,36071.6,1.53995,1.74448,1.68476,0.02278,0.06613,0.01513,0.00466,3.50708,4.96876,3.32407,0.00109,0.00109,0.00109
92,36913.9,1.50181,1.6223,1.65948,0.03945,0.04969,0.02484,0.00788,3.49888,5.03385,3.38522,0.000991,0.000991,0.000991
93,37799.8,1.48182,1.57748,1.64749,0.03823,0.02452,0.02343,0.007,3.5658,5.2927,3.43181,0.000892,0.000892,0.000892
94,38641.3,1.47746,1.54773,1.64632,0.01009,0.01991,0.00959,0.00333,3.51839,5.27858,3.43594,0.000793,0.000793,0.000793
95,39514.5,1.47193,1.55818,1.63879,0.00899,0.01076,0.00957,0.00317,3.55259,5.40365,3.42055,0.000694,0.000694,0.000694
96,40379.1,1.46704,1.5218,1.62975,0.03935,0.05825,0.02535,0.00798,3.58411,5.39131,3.42074,0.000595,0.000595,0.000595
97,41264.4,1.45267,1.51389,1.6267,0.03212,0.06611,0.02227,0.00728,3.64699,5.51595,3.38497,0.000496,0.000496,0.000496
98,42155.3,1.45606,1.49728,1.61951,0.03067,0.04942,0.0203,0.00677,3.59382,5.48849,3.39534,0.000397,0.000397,0.000397
99,43001.6,1.44343,1.50106,1.61448,0.02955,0.05769,0.02036,0.00701,3.59994,5.48389,3.39664,0.000298,0.000298,0.000298
100,849.126,1.76067,2.24304,1.89282,0,0,0,0,nan,nan,nan,0.000199,0.000199,0.000199
