epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,18720.7,2.64162,3.71881,2.61756,0.00226,0.40814,0.00338,0.00087,3.06469,4.89815,2.66524,0.0802,0.0802,0.0802
22,19632.8,2.6286,3.71346,2.58821,0.0024,0.45451,0.0042,0.00096,3.03341,4.71569,2.66971,0.07921,0.07921,0.07921
23,20515.7,2.58812,3.67821,2.58215,0.00238,0.44421,0.00468,0.00118,3.0464,4.78889,2.67544,0.07822,0.07822,0.07822
24,21392.2,2.55647,3.63339,2.5703,0.68264,0.03312,0.01195,0.00305,2.99701,4.8813,2.65165,0.07723,0.07723,0.07723
25,22275.7,2.55085,3.62169,2.53912,0.00221,0.42356,0.00723,0.00163,2.94864,4.62566,2.56906,0.07624,0.07624,0.07624
26,23188.7,2.52508,3.59794,2.52419,0.09115,0.013,0.01336,0.00285,2.98595,4.53243,2.69333,0.07525,0.07525,0.07525
27,24072.1,2.50535,3.53322,2.51373,0.67417,0.02187,0.01507,0.00349,2.83725,4.48254,2.53549,0.07426,0.07426,0.07426
28,24948.1,2.47483,3.50609,2.49127,0.34646,0.01312,0.01518,0.00344,2.77759,4.25624,2.50097,0.07327,0.07327,0.07327
29,25828.8,2.45069,3.44618,2.47164,0.42374,0.02437,0.01856,0.0043,2.73755,4.10922,2.5096,0.07228,0.07228,0.07228
30,26741.8,2.44084,3.43113,2.46855,0.06448,0.05554,0.02258,0.00532,2.70503,4.15307,2.47559,0.07129,0.07129,0.07129
31,27626.8,2.41572,3.41917,2.45006,0.40347,0.041,0.02972,0.0073,2.65854,3.84492,2.45766,0.0703,0.0703,0.0703
32,28504.5,2.39483,3.38623,2.43975,0.1425,0.08664,0.03963,0.01045,2.68098,3.89959,2.4594,0.06931,0.06931,0.06931
33,29386.9,2.39816,3.36316,2.42725,0.11186,0.07428,0.03618,0.00874,2.67172,3.83685,2.44284,0.06832,0.06832,0.06832
34,30300.1,2.38378,3.33651,2.40313,0.16312,0.0696,0.04418,0.01174,2.65875,4.07712,2.41489,0.06733,0.06733,0.06733
35,31184.6,2.35423,3.31376,2.40076,0.1333,0.09159,0.04726,0.01207,2.6099,3.83259,2.39971,0.06634,0.06634,0.06634
36,32062.1,2.35769,3.29159,2.39175,0.08579,0.12387,0.05328,0.01413,2.56104,3.78012,2.36772,0.06535,0.06535,0.06535
37,32946.4,2.34847,3.27056,2.37751,0.12522,0.15299,0.05938,0.01606,2.57255,3.58321,2.35416,0.06436,0.06436,0.06436
38,33859.5,2.33468,3.25402,2.37933,0.12645,0.13519,0.05136,0.01324,2.55708,3.53333,2.32644,0.06337,0.06337,0.06337
39,34742.2,2.31797,3.22194,2.35535,0.13271,0.12677,0.06848,0.01912,2.56403,3.50428,2.33351,0.06238,0.06238,0.06238
40,35620,2.31862,3.21586,2.34965,0.166,0.14846,0.08231,0.02256,2.53503,3.46141,2.31154,0.06139,0.06139,0.06139
41,36503,2.31076,3.17952,2.33646,0.17206,0.17156,0.09423,0.02732,2.53409,3.47013,2.29989,0.0604,0.0604,0.0604
42,37416.4,2.29369,3.14393,2.31995,0.15936,0.17084,0.0905,0.02636,2.47502,3.46695,2.29259,0.05941,0.05941,0.05941
43,38300.8,2.28441,3.15974,2.32593,0.14413,0.19326,0.0923,0.02799,2.51284,3.41106,2.32284,0.05842,0.05842,0.05842
44,39178.2,2.25932,3.14312,2.31555,0.1593,0.18685,0.10422,0.03162,2.46539,3.37415,2.26052,0.05743,0.05743,0.05743
45,40061,2.26026,3.12095,2.31203,0.20679,0.20464,0.11136,0.03271,2.43253,3.30677,2.27701,0.05644,0.05644,0.05644
46,40949.6,2.26099,3.10381,2.31166,0.19932,0.22114,0.12769,0.03933,2.39899,3.22726,2.26522,0.05545,0.05545,0.05545
47,41863,2.25496,3.08495,2.29984,0.21155,0.22829,0.12918,0.04068,2.42674,3.17778,2.25374,0.05446,0.05446,0.05446
48,42788.6,2.25325,3.06909,2.2998,0.21176,0.23152,0.13188,0.0408,2.37821,3.19386,2.20493,0.05347,0.05347,0.05347
49,849.62,2.37472,4.085,2.50889,0,0,0,0,nan,nan,nan,0.05248,0.05248,0.05248
50,1700.6,2.27877,3.1068,2.38314,0,0,0,0,nan,nan,nan,0.05149,0.05149,0.05149
51,2544.98,2.2654,3.11019,2.37692,0,0,0,0,nan,nan,nan,0.0505,0.0505,0.0505
52,3417.98,2.27038,3.07365,2.35726,0,0,0,0,nan,nan,nan,0.04951,0.04951,0.04951
53,4276.81,2.25524,3.05861,2.35484,0,0,0,0,nan,nan,nan,0.04852,0.04852,0.04852
54,5150.6,2.25224,3.05004,2.35114,0,0,0,0,nan,nan,nan,0.04753,0.04753,0.04753
55,6023.47,2.23063,3.02631,2.34596,0,0,0,0,nan,nan,nan,0.04654,0.04654,0.04654
56,6898.92,2.2159,3.0095,2.33992,0,0,0,0,nan,nan,nan,0.04555,0.04555,0.04555
57,7774.16,2.20183,2.98551,2.32949,0,0,0,0,nan,nan,nan,0.04456,0.04456,0.04456
58,8612.1,2.22105,2.97202,2.3207,0,0,0,0,nan,nan,nan,0.04357,0.04357,0.04357
59,9442.38,2.20867,2.99209,2.31798,0,0,0,0,nan,nan,nan,0.04258,0.04258,0.04258
60,10273.9,2.19018,2.95611,2.31985,0,0,0,0,nan,nan,nan,0.04159,0.04159,0.04159
61,11108.3,2.17527,2.95687,2.30917,0,0,0,0,nan,nan,nan,0.0406,0.0406,0.0406
62,11949.5,2.18527,2.93243,2.30125,0,0,0,0,nan,nan,nan,0.03961,0.03961,0.03961
63,12785.6,2.1809,2.95677,2.30461,0,0,0,0,nan,nan,nan,0.03862,0.03862,0.03862
64,13663.9,2.16733,2.89309,2.28681,0,0,0,0,nan,nan,nan,0.03763,0.03763,0.03763
65,14507.3,2.17602,2.90037,2.28756,0,0,0,0,nan,nan,nan,0.03664,0.03664,0.03664
66,15368.6,2.16323,2.89781,2.27445,0,0,0,0,nan,nan,nan,0.03565,0.03565,0.03565
67,16205.8,2.17003,2.9236,2.30177,0,0,0,0,nan,nan,nan,0.03466,0.03466,0.03466
68,17045.8,2.16257,2.89883,2.27323,0,0,0,0,nan,nan,nan,0.03367,0.03367,0.03367
69,17924,2.14728,2.88307,2.26966,0,0,0,0,nan,nan,nan,0.03268,0.03268,0.03268
70,18771.3,2.14272,2.87361,2.26086,0,0,0,0,nan,nan,nan,0.03169,0.03169,0.03169
71,19627.4,2.14209,2.87463,2.27164,0,0,0,0,nan,nan,nan,0.0307,0.0307,0.0307
72,20463.4,2.13162,2.85535,2.26044,0,0,0,0,nan,nan,nan,0.02971,0.02971,0.02971
73,21345.2,2.13189,2.85856,2.2516,0,0,0,0,nan,nan,nan,0.02872,0.02872,0.02872
74,22208.7,2.1253,2.8292,2.2364,0,0,0,0,nan,nan,nan,0.02773,0.02773,0.02773
75,23079.3,2.13014,2.83127,2.25241,0,0,0,0,nan,nan,nan,0.02674,0.02674,0.02674
76,23943.7,2.11838,2.80735,2.2351,0,0,0,0,nan,nan,nan,0.02575,0.02575,0.02575
77,24814.4,2.11461,2.79891,2.22797,0,0,0,0,nan,nan,nan,0.02476,0.02476,0.02476
78,25655.7,2.11272,2.7918,2.22911,0,0,0,0,nan,nan,nan,0.02377,0.02377,0.02377
79,26494.5,2.10314,2.79176,2.22374,0,0,0,0,nan,nan,nan,0.02278,0.02278,0.02278
80,27359.1,2.09412,2.79351,2.22235,0,0,0,0,nan,nan,nan,0.02179,0.02179,0.02179
81,28230.1,2.0912,2.79874,2.21896,0,0,0,0,nan,nan,nan,0.0208,0.0208,0.0208
82,29062.2,2.10537,2.79323,2.21635,0,0,0,0,nan,nan,nan,0.01981,0.01981,0.01981
83,29929,2.08577,2.78003,2.20931,0,0,0,0,nan,nan,nan,0.01882,0.01882,0.01882
84,30793.4,2.09691,2.77578,2.20763,0,0,0,0,nan,nan,nan,0.01783,0.01783,0.01783
85,31633.9,2.07572,2.74689,2.196,0,0,0,0,nan,nan,nan,0.01684,0.01684,0.01684
86,32469.3,2.0735,2.75947,2.21043,0,0,0,0,nan,nan,nan,0.01585,0.01585,0.01585
87,33346.5,2.07033,2.74244,2.19395,0,0,0,0,nan,nan,nan,0.01486,0.01486,0.01486
88,34182.9,2.07736,2.7483,2.18527,0,0,0,0,nan,nan,nan,0.01387,0.01387,0.01387
89,35050.8,2.07403,2.72912,2.18243,0,0,0,0,nan,nan,nan,0.01288,0.01288,0.01288
90,35922.1,2.05608,2.71396,2.17711,0,0,0,0,nan,nan,nan,0.01189,0.01189,0.01189
91,36764.2,1.9683,2.46517,2.12268,0,0,0,0,nan,nan,nan,0.0109,0.0109,0.0109
92,37629.3,1.9345,2.29102,2.10209,0,0,0,0,nan,nan,nan,0.00991,0.00991,0.00991
93,38491.3,1.9056,2.2822,2.09346,0,0,0,0,nan,nan,nan,0.00892,0.00892,0.00892
94,39364,1.90433,2.2643,2.07813,0,0,0,0,nan,nan,nan,0.00793,0.00793,0.00793
95,40243.1,1.90486,2.25156,2.07344,0,0,0,0,nan,nan,nan,0.00694,0.00694,0.00694
96,41075.6,1.87295,2.21349,2.05352,0,0,0,0,nan,nan,nan,0.00595,0.00595,0.00595
97,41923.1,1.87014,2.21555,2.05542,0,0,0,0,nan,nan,nan,0.00496,0.00496,0.00496
98,42805.2,1.86776,2.19912,2.05246,0,0,0,0,nan,nan,nan,0.00397,0.00397,0.00397
99,889.833,2.12778,2.85867,2.27673,0,0,0,0,nan,nan,nan,0.00298,0.00298,0.00298
100,1805.21,2.05016,2.71867,2.19708,0,0,0,0,nan,nan,nan,0.00199,0.00199,0.00199
